AAPL_SI,AEP_SI,AMGN_SI,AMZN_SI,BA_SI,BAC_SI,BCH_SI,BHP_SI,BP_SI,BSAC_SI,C_SI,CAT_SI,CHTR_SI,CMCSA_SI,CODI_SI,CSCO_SI,CVX_SI,D_SI,DHR_SI,DIS_SI,DUK_SI,EXC_SI,GD_SI,GE_SI,GOOG_SI,HD_SI,HON_SI,HSBC_SI,IEP_SI,INTC_SI,JNJ_SI,JPM_SI,KO_SI,LMT_SI,MA_SI,MCD_SI,MDT_SI,MMM_SI,MO_SI,MRK_SI,MSFT_SI,NEE_SI,NGG_SI,NVS_SI,ORCL_SI,PCG_SI,PEP_SI,PFE_SI,PG_SI,PM_SI,PPL_SI,REX_SI,SLB_SI,SNY_SI,SO_SI,SRE_SI,T_SI,TSM_SI,UL_SI,UNH_SI,UPS_SI,VZ_SI,WMT_SI,XOM_SI,DATE,DJI_SI,VIX_SI,GSPC_SI,CLF_SI,GCF_SI,TNX_SI
460014800,1344300,3150300,44064000,4345600,158562500,62102,1391161,3732600,747500,42554900,6012400,285900,24005600,107200,27099200,5915800,1558100,4512446,6135600,2243200,5969015,920800,6876376,96528461,6554400,2638956,1347900,1408,46274000,8685500,44564000,12059700,969200,8243000,3411100,4096400,3069056,12592500,7172826,46464700,8578800,139873,825505,18639800,4769600,6158600,24411062,6537400,3617300,3508267,33300,3598500,758600,1869000,1939400,49086241,11019600,874000,4283900,2335800,12900600,24087900,9943700,2012-10-12,13325.6201171875,15.40999984741211,1432.8399658203125,92.41000366210938,1769.5,1.6790000200271606
432502000,1574800,3413800,59196000,3858000,154458500,15686,1747527,4374300,351780,76080200,6357300,294200,23607600,137300,27799100,5775100,1346300,4183337,6871200,2068400,6467987,966800,6171932,121216653,8072200,2345156,1474700,3219,49513800,14868000,26268000,13785100,1258100,8995000,5630700,3627300,3487895,7105600,10774802,42440200,7437600,140606,1532714,26143200,2548300,4700700,32580194,8359300,4761400,2968435,26100,4638200,1247400,2209100,1652000,61213022,13756900,1061800,4193300,2407000,17315500,29008800,10651100,2012-10-15,13329.5400390625,16.049999237060547,1428.75,91.62999725341797,1750.0,1.6770000457763672
549771600,1345500,3567000,44082000,4799300,172663600,86751,3146759,4761600,769080,128150100,6943000,515800,19486600,137800,28580200,4793300,1504700,4043035,4997300,2678100,5284699,1010700,7442726,82636586,7162400,2249075,2092000,1308,80707000,13688800,28588100,25811800,1162800,4557000,4678900,3547400,3417570,6753700,12528002,47739400,10730400,199596,2002997,22024500,2683400,5802400,27133544,7702700,2996300,3312003,76500,5731100,1938700,2997300,2175800,37465096,10332200,1081100,7531600,2755500,15480800,18930300,9069300,2012-10-16,13423.83984375,14.84000015258789,1440.31005859375,91.76000213623047,1736.699951171875,1.6959999799728394
389037600,2420500,4383200,66054000,6061500,229733500,97955,5538861,10609700,516880,69122700,7339000,405200,20246200,138000,28359400,5218200,1432600,7002333,7787900,2423900,5787877,1023000,5899399,92059774,11372700,3155859,1086500,1811,99053800,26522700,26177500,15449600,1004600,7248000,5623700,4478200,3817393,7578000,10619279,44206100,7218400,125034,1239653,28326200,2240500,9153200,22876332,11061000,4829300,3714731,35100,5799300,1225800,3986600,1376600,30005018,11422800,1418400,6255200,2913500,15092600,22483500,10759100,2012-10-17,13539.6298828125,15.430000305175781,1454.219970703125,92.08000183105469,1749.4000244140625,1.7549999952316284
476624400,2151200,6010800,106106000,3414200,149739000,139249,3146759,15584700,510640,43728600,6813600,317300,27997000,192400,40270300,6166900,1630300,20585495,6290600,2363700,5065005,1486800,9001829,499561487,9420000,5938306,1463500,1911,42921800,33591100,23630400,23063300,1165700,8788000,6817600,6136700,3036405,7456900,11513433,59238500,4608000,177154,1772320,26013900,3739800,8081400,28790748,7358100,8848900,3615418,41400,6578200,2247300,2862600,1485200,35630164,7576200,1993700,5384500,3003900,21680900,21977100,11815500,2012-10-18,13553.240234375,15.25,1460.93994140625,92.05999755859375,1749.0999755859375,1.809999942779541
744086000,2096400,5489600,87906000,5407000,169451300,88991,4034367,5598900,1063920,59598800,9874300,854000,29551400,324300,63724300,7160000,2206600,10448300,8454800,3237200,7345779,1747400,22510445,461009524,10798800,10328524,1377200,2414,55622300,18391000,29747500,19864500,1518900,10070000,19495400,7312800,4549704,10267000,13599372,90470800,7242000,176422,1312081,26239700,2220300,9572400,42465660,10125600,7140900,3389736,60600,8325600,1533400,3928200,1387800,36516052,14543200,967000,5704800,5469900,13429300,20827500,15928100,2012-10-19,13545.330078125,14.90999984741211,1457.3399658203125,92.04000091552734,1741.0999755859375,1.7990000247955322
546730800,1765900,4656300,90000000,4419800,132617600,34572,2644439,8459200,323000,35734500,17158300,650400,21086200,41600,26334500,4811900,1688000,10948658,6131800,3273100,6246751,1062600,18098327,162832055,7785800,5743313,1523400,3521,36500300,14033400,27993000,13340500,762800,7754000,8142400,3966400,3744437,7498900,14694427,83374000,5572000,197856,1331500,17338400,1624400,5820400,25659735,7516800,4386700,2752201,43500,5340400,1589900,3509300,1850400,27540259,8037000,1884700,5723600,6481900,10691600,16276200,11445400,2012-10-22,13344.2802734375,17.440000534057617,1433.2099609375,89.5199966430664,1715.0,1.8029999732971191
707145600,1893300,4261200,88616000,4544900,160627600,32652,4063065,8657600,252400,36533100,7496100,1179800,28083800,238300,33985300,8011000,1909500,7337392,8531000,2780500,6651088,2029800,11747112,117101285,8273900,3549096,1874800,4325,47194400,11086000,22896400,13287300,1222400,7294000,7763800,4042300,7015736,10755600,13104402,64414800,6770400,254831,2502518,21384700,4141200,5692900,28862736,8030800,4171500,2489800,66900,6442400,2478100,2863000,1571200,31423948,8265300,2168600,5557400,8209600,11363700,17501700,14085500,2012-10-23,13344.900390625,18.229999542236328,1433.739990234375,89.13999938964844,1726.5999755859375,1.774999976158142
558527200,3822600,6540500,73574000,8346600,120868300,80028,2239310,6227700,295800,41788700,5509000,758000,25443200,107600,61961200,5087900,1700200,5257701,6069500,2479400,7525936,2983600,8825467,100234300,7187200,3694370,1321900,4124,33237800,8572000,18918900,13531400,2011200,7083000,6498000,4179200,3972275,11844200,10102406,53320400,14021600,371438,2692462,21642700,2491400,5619700,29442647,10209600,3948800,2834121,81900,6442700,1460300,3210600,1428200,47688229,7975800,1494900,4545000,3894200,9852500,13749600,11332500,2012-10-24,13103.5302734375,18.219999313354492,1413.199951171875,86.5999984741211,1708.4000244140625,1.777999997138977
656325600,6292600,5483100,134826000,8191500,121778900,52178,2369009,4514800,326400,32797300,5983300,299800,21783200,67600,46349800,4888600,4925200,18741922,6794100,2330100,10953686,1544500,9550380,96403996,9604000,3175054,1465900,1509,79226400,9672700,17311700,10457900,1111700,8938000,4978800,3349700,5518224,9462200,11498132,54084300,5142800,245488,3285839,20696000,4102600,4805600,27433512,24479700,3710500,2527915,34800,6077800,2191100,10407000,2232200,29581735,10750400,2297400,4701900,3080100,9853000,13298700,10387200,2012-10-25,13079.6396484375,17.559999465942383,1409.739990234375,85.6500015258789,1711.699951171875,1.8380000591278076
1018432800,6276800,4187900,227350000,4389000,124687200,32331,2290203,4404500,339200,40482500,7165300,432000,47384200,106600,31188400,4777600,2752100,6987008,8359800,2595700,9402373,1599900,8936455,78324483,10458600,3384941,1686800,2314,92415400,8965200,21892700,11896500,1469000,6852000,7684500,3169300,4296750,11329900,12513644,57790000,5006400,190162,1704913,19815600,2538900,5200000,22178163,11945200,4375000,2713013,42600,4879200,1964700,10141600,2613600,24943101,9848800,1702800,3346700,3044500,11651000,13340700,11583000,2012-10-26,13104.2197265625,18.030000686645508,1412.969970703125,86.0,1706.0999755859375,1.781999945640564
510003200,2416200,3800400,95952000,3778700,94925500,130926,1689683,9123600,1323600,34193700,5914600,533700,32405000,202400,36797100,5958500,2744600,7119127,20702900,3246600,10620430,1631000,8175235,61710442,13817800,3754368,1303900,4627,40612800,9950600,19423500,11643500,1171500,11930000,6899300,4411300,4019038,9793500,14184680,69464100,6756000,309700,2330654,21844400,2673200,5490500,40352495,9095400,5379100,2858278,49200,6975800,2325500,4460100,2339000,27263014,8240100,1607500,4157700,3002000,10177600,19653600,14848500,2012-10-31,13107.4404296875,17.68000030517578,1410.989990234375,85.7300033569336,1714.4000244140625,1.7330000400543213
361298000,1860000,4154100,78102000,3992800,205700000,18887,3377125,6093100,450700,36174700,8550000,599300,24153600,146600,32484300,6480500,3493800,9684447,10582900,2983500,43282684,2200600,9646720,82311371,6879900,5892993,2371500,3219,50359300,11226000,23325400,10622300,1189100,9364000,7374900,5225500,3954694,7846100,12749968,72047900,12451600,331592,2349403,22886100,1757800,4420100,57376598,7703800,5298000,3294610,52500,6532500,2118400,5159800,2409600,31638039,7898500,1269700,4833700,3674900,12382000,38830800,15771900,2012-11-01,13099.1904296875,17.770000457763672,1412.199951171875,86.0999984741211,1722.300048828125,1.715000033378601
599373600,1999800,3238100,67494000,4400400,220993300,37453,2360378,5005500,206900,24526300,6982000,727000,28295800,108200,28769400,8375300,2311700,9003467,14027500,9485600,35249084,1866900,9906274,93324497,8905700,3931949,1590500,2414,51737600,7946700,17029200,11237500,2363400,9514000,7908400,5083800,3650072,8234400,11580924,57131600,5486800,221397,1375805,17251200,3963500,4352400,32793734,6963100,9707000,7127979,56400,6240100,928700,8239800,3596600,37508126,6977400,864700,4948200,3158800,17221300,25690500,12742400,2012-11-02,13232.6201171875,16.059999465942383,1427.5899658203125,86.91000366210938,1711.300048828125,1.718999981880188
529135600,2249300,5033300,36922000,3833000,121104400,92193,2921438,6367600,793400,25782400,4044600,1861800,26431400,150500,22190800,4058300,1990100,8274429,9575100,3184600,15039675,1679900,6259884,65681270,4904200,2463473,1309700,1308,48797400,6874500,13252500,12139600,1712100,6169000,5039100,4632500,2855809,8290700,9412298,38070800,6318400,217733,1063102,13590100,1916300,4759100,21531428,6525700,4741200,4536826,62700,5648200,968200,5788600,1705200,23401303,13086400,695300,6149600,3312700,9781300,14303100,11222600,2012-11-05,13092.2802734375,18.329999923706055,1414.02001953125,84.6500015258789,1682.800048828125,1.690999984741211
374917200,3770000,3586100,53226000,4923700,132533500,97314,2333922,5839300,370600,39803700,7048900,2566500,27263400,68800,35544700,5379400,1626400,4807632,7691200,2461800,12422701,1635500,6830178,63549309,7017900,4230154,1266200,6740,49860500,7927500,17190900,11448400,1879700,4120000,5581600,4809700,3356096,9980300,9154594,43401500,9407200,179994,2084018,15018800,1921400,4800300,31404246,6639800,4059800,3996457,44400,6442400,1602500,6185000,2396600,25392996,8769700,851200,4880800,3832500,8728300,16003200,12026500,2012-11-06,13112.900390625,18.15999984741211,1417.260009765625,85.66999816894531,1690.0999755859375,1.7029999494552612
793648800,4281800,7163900,72484000,6675400,286124300,42895,3131962,12367200,411900,68287600,8209200,1948800,34788400,303700,49610000,7627300,2457800,5770705,8533200,4243800,15552386,3075200,9442669,89626688,8778000,3589374,1974300,14384,70960100,12719700,47631200,16745000,3714000,7637000,5971900,6640200,5493348,12907700,25223159,57871800,5767600,300173,2566800,22295700,2443400,5913100,52061276,8849600,5175400,6395319,49500,7556900,2346200,7283900,2359200,60847333,16034300,743600,13812600,3866200,16522200,20429700,19423500,2012-11-07,13228.240234375,17.719999313354492,1428.27001953125,88.41999816894531,1707.699951171875,1.6410000324249268
1056146000,2626300,4603100,59648000,7363500,223927000,38734,3182967,7774200,338300,40321600,6240600,704400,23182200,263800,56064800,6208900,2502200,5774574,11124200,9688400,36636083,3382900,8507299,104269368,7251300,3318755,1793900,6237,38090000,12652100,27830900,12921700,1773500,6203000,11398400,4583000,3595056,9260300,17113735,49841800,5350800,537784,1456268,17902800,2152200,5531800,37608196,7917700,4271600,8666416,57600,10199900,1820000,7306600,2133000,48550021,9815600,1323400,8846100,3695100,19432400,21411300,13743000,2012-11-08,12932.8095703125,18.690000534057617,1394.530029296875,84.5199966430664,1715.9000244140625,1.6759999990463257
929913600,2002400,4030600,61850000,10269800,141093100,59541,2710354,4234200,613000,37701300,7282200,512400,24235200,258000,43085800,5835100,2232400,4231394,34216900,11296400,30819185,2200900,8410501,125030896,6562300,5145329,1667600,3521,35017900,10511700,27553200,11520300,1782200,6420000,11030400,3926500,3798974,13024700,14666970,43291200,4526400,645872,1674893,15537900,1722500,5598700,34255000,8147700,3982600,6086751,27600,6409800,1899100,4430900,1542000,42197601,12006600,1230800,8585800,3607300,13325000,20674200,13407000,2012-11-09,12811.169921875,18.799999237060547,1377.550048828125,85.0,1733.699951171875,1.593000054359436
515802000,2849900,3207800,42576000,6497600,68498300,15045,1452368,3487200,195700,24364200,5800500,467000,16493400,117900,28768400,4001800,2088500,2696547,12344500,3658700,9541872,1416800,4552256,56446786,8353500,3082645,822900,7142,27267000,9761000,12816000,10169700,1550800,7025000,4101900,2992000,2655240,8411300,7681630,61112300,4117600,397269,1387411,10964600,1041200,3906400,24773005,4371300,3493200,3302126,13500,2780300,1053700,2918400,1194200,26474572,9216100,975300,5944000,1835300,6681600,13148400,9004300,2012-11-12,12815.9296875,18.149999618530273,1379.8599853515625,86.19000244140625,1733.199951171875,1.6109999418258667
532949200,2753900,4890100,52596000,7293400,119629700,23688,1983834,4664000,314200,25977400,7695300,675100,25077800,153000,72206200,4834200,4078000,4454123,12269300,4939300,13327132,1376100,8570441,64007018,21441300,2667486,1041900,4600,56379200,8244500,19793500,12105200,2297200,4959000,4842300,4150400,3571136,8661900,10059857,131689200,6228800,524776,1507493,20901000,1802700,3791000,27530796,6769100,5288800,3625725,42300,7922200,1474300,5488700,1612000,30480069,10552800,1372100,5669900,2194100,10385400,26932200,12260300,2012-11-13,12808.7099609375,17.360000610351562,1380.030029296875,85.58999633789062,1721.5999755859375,1.6009999513626099
477170400,2695100,4280800,60682000,6063100,197392900,40334,2966951,4131700,376800,49909500,8497000,667300,27147200,251300,97058200,8609400,2832900,7063036,9776400,4119000,15223617,1964600,13675609,66986143,13379700,4034113,2168600,6400,58961300,10470700,30986600,13508300,1932600,6080000,8157000,5047900,3447709,11443400,14888831,76086100,6059600,500960,2017393,22562900,2333800,4711100,33072096,9680100,8158500,4047778,104100,8248100,748100,5157400,2594600,33299792,12734000,682400,5792500,4037100,12392600,27333900,14524100,2012-11-14,12746.5400390625,16.31999969482422,1374.6400146484375,85.37000274658203,1722.0,1.6150000095367432
789910800,2553700,3569700,68094000,3928100,144569800,99235,2569108,7861200,217900,39677700,7794600,779000,23212400,180900,55885900,9774300,2417900,5770556,11416900,3702900,13530982,1705500,10800412,74233205,8204600,5706602,1508200,3300,45733800,11803600,24858700,17643600,1551800,7071000,7639100,3990700,3936754,15418000,12872794,50955600,5965200,344416,2651951,26295000,2920600,4668900,28889191,9290000,7166800,5003328,60600,7414700,993900,6475900,2169000,34491656,6853600,747700,6668600,4172200,15087000,69146700,13783600,2012-11-15,12571.099609375,17.739999771118164,1355.4100341796875,86.36000061035156,1724.9000244140625,1.6100000143051147
1266893600,2616300,6370800,87056000,4856300,178995000,125164,3319169,6614000,359600,52828200,8050900,524500,31911000,173600,60820500,8242400,2409800,6756543,9833400,4525300,14049162,2340400,9449784,138043489,9059100,5007922,1621500,4900,50855500,14272300,32458000,15624800,1651800,9029000,6909300,5433700,6263572,13026900,17435052,64083300,6569600,494732,2100424,25491700,3721600,5178400,44181888,11354200,6501000,6671892,65100,10051900,1530300,6760400,1910800,42832856,10454800,1413100,6388000,4610300,27896800,36771300,17405200,2012-11-16,12542.3095703125,17.649999618530273,1353.3599853515625,85.27999877929688,1710.0,1.5880000591278076
823317600,2193700,3796400,71824000,3475700,146244000,59541,2969753,5814900,371200,34352000,5674800,388500,21389000,116600,40616400,6850900,2497300,4287485,8512400,3895500,11103279,2273800,7988294,95083064,10036100,3841008,3292100,3600,69433800,12337400,26781200,14076200,2026200,6813000,5559800,5154800,3215566,17136500,9630806,57179300,7640400,517906,1223136,22551100,2582800,5512100,37695151,8741400,5035500,4718596,48300,6742500,2196700,5212800,1490600,28772903,6442400,728700,5868900,4126100,16543300,38507100,12911000,2012-11-19,12590.23046875,15.880000114440918,1359.8800048828125,87.30000305175781,1721.800048828125,1.6109999418258667
642754000,3050800,4215200,55434000,3161000,150696200,62422,3060218,4698700,595200,37247900,5535900,590700,22119200,146300,30378100,5283800,2031700,4353248,7465100,2823100,9220814,1833100,5601722,83861158,8560400,3167922,2027300,4300,85743300,9859500,19375900,12278600,1516000,6804000,5822800,5143200,2433980,10176200,11428545,47070400,5200800,506640,1520438,17448200,3094500,5457000,28652674,7611600,5853300,3377174,63300,5425600,1052300,7856700,2844600,27128495,5566500,942800,4737800,3226400,10819600,28183800,10288100,2012-11-20,12790.8896484375,15.109999656677246,1386.8199462890625,89.1500015258789,1730.5999755859375,1.6230000257492065
373002000,2702600,2624000,59186000,3119800,132499300,46736,1977892,4318800,364100,19638900,4517100,1708200,11961800,71200,30479300,3656400,2003800,3748146,6763300,3274800,9111738,1005500,8559402,84804682,5574000,1836748,1478400,2900,95636000,7639900,13030200,8631300,860300,2927000,3900700,5359300,2405515,7119800,7637824,66360300,6914800,391407,1213873,17423900,2286700,4106000,29470789,6201400,3296700,3448035,28500,3021400,965800,5465200,1893000,36898424,4410400,561900,5097000,2157100,8672100,21118800,13905300,2012-11-21,12788.3603515625,14.960000038146973,1387.7900390625,87.27999877929688,1725.800048828125,1.6759999990463257
272826400,1179400,2267200,35536000,1579200,59048000,38093,688742,2263300,414200,13501300,2663700,196900,7324200,39800,17263100,2776400,1053900,1534550,3353600,1981500,5525562,553500,7398427,37038310,3721900,955139,850400,1600,51711900,5450100,8316700,5365500,652300,2391000,2474400,1838200,1316916,4862900,4692734,57845700,2855200,360629,1435511,8211500,1259100,3427900,26588415,4598200,2169500,1895319,27000,1730800,524700,2863500,900600,28727622,9092900,1085700,1709300,1594600,5133000,15404700,11931000,2012-11-23,12833.1298828125,15.0,1391.030029296875,87.68000030517578,1735.0,1.6759999990463257
630579600,2659100,4925300,83566000,3709100,99730900,65623,1780596,4333300,656700,25519300,4240800,675200,14208200,134000,34603000,4354100,1798300,4524497,6935800,6020900,16794979,1392600,9961799,88514535,6719200,2499136,1303200,11500,67047900,9884800,20376600,13217000,2015200,4976000,5619200,4280900,2284599,6806500,9831393,85198700,5905600,437115,1989940,15644900,2109200,3855800,37703793,7493600,3384100,3816728,44400,3490100,1043100,5116400,1431000,46145107,11667800,930400,5692900,3433900,12282000,27219600,16423600,2012-11-26,13008.4501953125,15.630000114440918,1409.1500244140625,88.20999908447266,1750.300048828125,1.6629999876022339
533330000,2342900,3568700,60970000,5353500,149684000,47057,2034727,3288100,578500,31273300,4195600,663000,17178200,88800,53080000,6612400,2800500,6747764,6720400,3136300,23107624,1668800,6886204,100724129,8234300,3219318,1148400,9300,44893200,8763200,19875000,11873700,1824100,4877000,4633200,4221300,2995023,7092200,9294922,45018600,6669200,393880,1658041,24696300,2510300,4794900,32539826,8154300,4474400,4577840,33000,6397500,1390600,4185400,1774000,35094076,12304300,998300,7859400,2355900,13495000,22146900,11841600,2012-11-27,12963.3798828125,15.300000190734863,1406.2900390625,87.81999969482422,1746.4000244140625,1.659000039100647
520864400,2192100,4704900,54868000,4245900,152946500,60181,2461268,8763400,924800,48663700,4884700,567700,26547800,90800,41262800,7024200,2865900,7461180,8148500,2518100,12962471,1435200,7257831,122136087,7759600,3180194,1405200,5700,43226300,9983200,26106900,14846300,1621900,6584000,7155400,3683900,2901735,8028400,11124310,53018400,6799200,484014,1427476,21603200,2682700,4434100,31162248,11255800,5520800,2945781,19500,6187500,1188100,4596000,2232800,40816934,9950200,1497000,5744200,2523200,14210700,31489200,15959900,2012-11-28,12875.5595703125,16.43000030517578,1398.77001953125,87.33000183105469,1739.800048828125,1.6150000095367432
514698800,2157600,4391500,106210000,2998900,125905400,37453,2165099,4693500,292600,31678000,7846300,1667700,22985600,136200,32450600,5756200,2296900,5670277,7232200,3353800,10472940,1946900,5765918,111476280,7629200,2352603,1617100,7300,64926300,9853400,18915000,12433700,2116000,9080000,4873900,6219100,2827344,8887100,10018356,69551400,6138400,396445,1527246,22205300,3585900,4284700,33352881,8783800,5658300,2880395,35100,4465700,1303400,5465200,1197000,39114402,7697000,879600,10911600,4449100,15022000,28861500,11579100,2012-11-29,12977.349609375,15.210000038146973,1409.9599609375,86.56999969482422,1719.5999755859375,1.6419999599456787
391319600,3183900,4408000,75948000,3863400,108739700,121963,2139989,4297800,774300,41674500,5663400,1827500,23400200,87400,45199100,6676400,2853500,5233895,12343900,7223600,13131272,1935000,7899321,127018318,9271800,3697517,2171500,6400,51427800,13480700,20066600,13039500,1651400,9826000,7369800,6591200,2732740,18757700,15738026,83690200,7314400,464778,1474236,26610600,3268800,6664600,39200895,8886800,7562500,3986472,98100,6505500,1682400,6124200,2437400,47836914,10360100,6113500,7818600,3520000,16992500,37455600,15522100,2012-11-30,13022.0498046875,15.260000228881836,1415.949951171875,87.66000366210938,1725.199951171875,1.6050000190734863
364280000,2208900,3712100,59812000,3721600,99872800,19207,1209111,4180300,336600,38383600,4714100,624600,16825000,76500,32381500,5736400,2372600,5693784,8395400,5382400,20926112,1151700,6256086,88028721,6696200,2725911,1325800,6300,50637000,9928900,18955500,12864900,1782300,8497000,6638100,4957800,2307323,7043700,12177865,53173800,5359600,441695,2273069,22159300,2593700,4769200,29809333,7404600,3848200,4028022,41700,6352300,923300,3674100,3248400,25966023,5731000,2797100,3861300,2703800,11458400,27260400,10937300,2012-12-03,13027.73046875,15.8100004196167,1416.3399658203125,88.8499984741211,1714.9000244140625,1.6440000534057617
557068400,1500200,2745500,62294000,3827700,144124500,27530,1703247,6042600,414100,31781900,4468400,1445600,20603200,85400,34313500,6665100,1729500,4285551,8400900,2883500,13893960,1535900,7682354,79966615,7787600,2408615,1671300,7600,57942400,14278100,24031100,11794200,2098500,6430000,6109700,6245900,2355881,8491900,10476751,49777500,4936800,438398,1797430,17391100,1571900,3644900,31957385,6634900,4145400,2393172,20700,4302000,519200,3099300,1956000,28189152,14163100,1808400,5948900,3832800,12945800,38461500,11980000,2012-12-04,12966.4501953125,16.65999984741211,1409.4599609375,88.93000030517578,1716.300048828125,1.6299999952316284
1044638000,3452900,3425400,57044000,3818800,463491000,50578,4158798,5483000,430200,84672900,8604400,924300,22759000,119300,36982900,6430800,3365300,4480160,9182300,3896500,16269509,1760400,9695797,74775229,6050500,3352215,2920700,4600,45847000,11037100,25515600,14561400,1860800,6645000,5349700,3658800,3583934,11246000,12206056,68283800,7267200,265090,1650899,30775300,3458900,4841900,47992731,7623400,6070300,4356131,34500,5416700,1290700,4884300,4075000,38622272,11844700,927200,4495100,3216100,15334900,28539600,12717800,2012-12-05,12948.9599609375,16.950000762939453,1407.050048828125,88.5,1697.0999755859375,1.5980000495910645
1177212400,1659200,3975500,71158000,3895400,176607900,21448,1934734,3527300,465700,44260900,4132300,700900,16524400,72300,35834800,7392300,2036100,4086331,4828900,2802400,10560845,1530600,6833934,58711242,5837400,2387322,1517600,5300,46291200,9459200,20541700,8974700,1678000,5977000,6580200,4012200,2425129,9304000,9240216,39182300,4397200,185765,1232176,25132600,2122300,4086200,33158418,10686900,4198900,4800086,79200,4154300,692400,5398400,3503400,31001460,7265400,617100,3771900,4269300,15506000,21498300,12077000,2012-12-06,13026.1904296875,16.59000015258789,1409.4300537109375,87.87000274658203,1694.300048828125,1.5809999704360962
787040800,1948700,3526400,43406000,3718000,192055100,40974,1536443,4275900,1093800,43946600,7337200,923000,23660400,106400,50602300,4947300,1713800,2814532,5279200,2555600,7134918,1174400,7000321,77059760,6092800,2359736,1921400,6100,41701200,10021300,34552900,10654700,1064200,6389000,8086500,3006600,2961774,8021800,8247236,46162100,4068400,184299,1156399,18421100,1784600,3891300,32428840,11590900,3897500,2998819,28200,4348500,757300,3858700,3228600,29575115,12843700,973700,4206200,4098100,11139400,21849000,10603100,2012-12-07,13072.8701171875,16.1200008392334,1413.949951171875,86.38999938964844,1701.199951171875,1.5770000219345093
630484400,1688700,4492600,70076000,5323800,148065200,36813,3209871,3543700,750400,26715900,4336600,539400,18474200,117400,62863500,5512100,1338700,3874761,5264500,2244800,7944293,1713700,5759971,54872909,8150000,3090722,1116200,6800,27273200,9700300,22394500,8603200,1183200,5770000,9276400,2800800,3405849,9390100,9796180,47031100,4212000,331592,1412298,20712600,1390700,4124000,28340795,8124100,3619300,3149667,47400,3963500,1655700,3400900,1754400,27595602,8013500,557700,4113500,3018600,11137800,17704800,11549400,2012-12-10,13154.8896484375,16.469999313354492,1418.0699462890625,85.9800033569336,1704.199951171875,1.6100000143051147
592345600,2283900,4286300,83704000,5960300,159121300,54419,3434632,2661100,1196800,29748900,5371600,810300,23422400,140600,58464200,5922700,1616500,4609304,9040000,3414600,9437703,1864600,9547793,107906951,6880200,4785972,1226700,5300,51036500,14933700,21955000,10671300,1380400,8577000,7333000,5120100,4570634,12593400,14235508,52282800,4375600,259594,2124418,25716300,2184900,5840800,32344941,9298000,4918500,4489263,44100,7017700,2106400,3966700,2358000,31412959,10565100,729700,4970400,3021900,8734400,43785000,12634600,2012-12-11,13170.33984375,15.9399995803833,1418.550048828125,85.69999694824219,1710.0,1.6399999856948853
487144000,2176400,3571700,52562000,5191300,166819300,29770,2376856,4231000,709600,42252800,7093300,669900,19773200,99900,38701100,5968200,1969300,7106183,6474300,3311400,7574445,1646700,8850110,97403730,7216500,3923348,1153600,12300,48354700,11783300,23110600,14681700,1505100,9512000,4219500,4653000,4861620,12580400,11790000,43966300,8512000,393514,1790287,20205300,2609500,4483400,31448725,8405900,4600700,5409491,61200,9634100,1978000,4996900,2640600,31827239,8601000,1093800,7054000,2749500,10741000,70205700,14729500,2012-12-12,13250.0498046875,15.600000381469727,1427.8399658203125,85.69000244140625,1710.0999755859375,1.656000018119812
625259600,2092900,2713300,49204000,4977600,106232100,44496,3514111,5406000,426500,30445400,6100000,480000,21327000,93800,37844200,4909800,1196500,6049674,6108000,2244800,6177773,1861400,7087417,138312493,5875900,4568533,1695100,10500,41607600,8838900,18457000,11442100,2434700,5680000,4639700,2505600,3135194,10812600,14404131,45080100,10394800,616834,1521220,20608200,1534100,4325200,27886837,8478200,3898500,7820915,29700,7116600,1354500,3571400,1831400,25075633,11060000,580900,4911800,2753300,8303600,42730500,12290300,2012-12-13,13241.3798828125,15.869999885559082,1428.47998046875,86.7699966430664,1707.199951171875,1.7020000219345093
1009579200,2204300,3398500,50538000,4209300,91707200,30091,2571014,4557900,506500,24596000,5866400,330600,24665400,127800,40804400,5889300,1609400,3586865,8086400,2063300,6159266,1445200,9919086,85523366,5783500,3400570,1576400,6600,34149500,10263600,16208600,11800900,1697000,5346000,4364600,3133200,3239964,6854600,13818928,42077500,11210400,821469,1318777,21930800,1642100,5068300,27318415,8997600,4875800,3516320,28800,27755400,1473200,6417300,1912800,34676619,12329200,1074700,3468700,2874800,10604700,31506900,13363600,2012-12-14,13170.7998046875,16.68000030517578,1419.449951171875,86.12999725341797,1698.300048828125,1.7280000448226929
757607200,2400800,3049800,45540000,5537800,170087700,36173,2665962,5333100,374700,52474700,6092800,1088200,30059800,144800,46857100,6097100,1931900,4973971,10324500,3463900,10732170,1626800,10116710,121871097,8188700,4121592,1416000,13200,34959900,14317200,23879800,17588900,1670700,7181000,5956500,3717600,3289837,10635000,13917650,42046100,9123200,454611,1316322,24047300,2473900,5934100,30144084,8791500,5717300,4623470,38700,7851600,1784800,4587000,2369400,32847116,10028800,679500,6336900,2950300,12605300,31595100,15672500,2012-12-17,13135.169921875,17.200000762939453,1413.5400390625,86.87999725341797,1690.5,1.7059999704360962
